Line No,Source,Address,Source_1,Warp Stall Sampling (All Samples),Warp Stall Sampling (Not-issued Samples),# Samples,Instructions Executed,Thread Instructions Executed,Predicated-On Thread Instructions Executed,Avg. Threads Executed,Avg. Predicated-On Threads Executed,Address Space,Access Operation,Access Size,L1 Tag Requests Global,L1 Conflicts Shared N-Way,L1 Wavefronts Shared Excessive,L1 Wavefronts Shared,L1 Wavefronts Shared Ideal,L2 Theoretical Sectors Global Excessive,L2 Theoretical Sectors Global,L2 Theoretical Sectors Global Ideal,L2 Theoretical Sectors Local,L2 Explicit Evict Policies,L2 Explicit Hit Policy Evict First,L2 Explicit Hit Policy Evict Last,L2 Explicit Hit Policy Evict Normal,L2 Explicit Hit Policy Evict Normal Demote,L2 Explicit Miss Policy Evict First,L2 Explicit Miss Policy Evict Normal,stall_barrier,stall_branch_resolving,stall_dispatch,stall_drain,stall_imc,stall_lg,stall_long_sb,stall_math,stall_membar,stall_mio,stall_misc,stall_no_inst,stall_not_selected,stall_selected,stall_short_sb,stall_sleep,stall_tex,stall_wait,stall_barrier (Not Issued),stall_branch_resolving (Not Issued),stall_dispatch (Not Issued),stall_drain (Not Issued),stall_imc (Not Issued),stall_lg (Not Issued),stall_long_sb (Not Issued),stall_math (Not Issued),stall_membar (Not Issued),stall_mio (Not Issued),stall_misc (Not Issued),stall_no_inst (Not Issued),stall_not_selected (Not Issued),stall_selected (Not Issued),stall_short_sb (Not Issued),stall_sleeping (Not Issued),stall_tex (Not Issued),stall_wait (Not Issued),Kernel_Name,VR_dispatch_id,Divergent Branches,Reason,stall_barrier_ratio,stall_branch_resolving_ratio,stall_dispatch_ratio,stall_drain_ratio,stall_imc_ratio,stall_lg_ratio,stall_long_sb_ratio,stall_math_ratio,stall_membar_ratio,stall_mio_ratio,stall_misc_ratio,stall_no_inst_ratio,stall_not_selected_ratio,stall_selected_ratio,stall_short_sb_ratio,stall_sleep_ratio,stall_tex_ratio,stall_wait_ratio
257,for (; i < array_size; i += blockDim.x*gridDim.x),-,-,5328,2446,5328,17971712,575094784,541540352,704,672,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,91,2,0,0,0,15,349,0,0,0,0,330,266,348,0,0,3927,0,36,2,0,0,0,7,292,0,0,0,0,0,0,167,0,0,1942,"void dot_kernel<double>(const T1 *, const T1 *, T1 *, int)",6,0,stall_wait,0.0,0.01707957957957958,0.00037537537537537537,0.0,0.0,0.0,0.002815315315315315,0.065503003003003,0.0,0.0,0.0,0.0,0.061936936936936936,0.049924924924924924,0.06531531531531531,0.0,0.0,0.7370495495495496
256,tb_sum[local_i] = {};,-,-,189,80,189,481536,15409152,15409152,1056,1056,Shared,Store,64,0,2,0,29184,29184,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,28,14,9,0,0,105,0,0,0,0,0,0,0,27,0,0,0,0,0,0,5,0,0,48,"void dot_kernel<double>(const T1 *, const T1 *, T1 *, int)",6,0,stall_wait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1746031746031746,0.0,0.0,0.0,0.0,0.14814814814814814,0.07407407407407407,0.047619047619047616,0.0,0.0,0.5555555555555556
254,const size_t local_i = threadIdx.x;,-,-,62,28,62,131328,4202496,4202496,288,288,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,10,1,3,0,0,40,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0,18,"void dot_kernel<double>(const T1 *, const T1 *, T1 *, int)",6,0,stall_wait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12903225806451613,0.0,0.0,0.0,0.0,0.16129032258064516,0.016129032258064516,0.04838709677419355,0.0,0.0,0.6451612903225806
253,int i = blockDim.x * blockIdx.x + threadIdx.x;,-,-,67,32,67,131328,4202496,4202496,288,288,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,10,0,0,47,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,23,"void dot_kernel<double>(const T1 *, const T1 *, T1 *, int)",6,0,stall_wait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05970149253731343,0.0,0.0,0.0,0.0,0.04477611940298507,0.04477611940298507,0.14925373134328357,0.0,0.0,0.7014925373134329
249,"__global__ void dot_kernel(const T * a, const T * b, T * sum, int array_size)",-,-,454,287,454,452352,14475264,14475264,992,992,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,55,0,19,67,12,101,0,0,122,0,0,0,0,0,0,0,73,0,53,0,18,0,0,78,0,0,65,"void dot_kernel<double>(const T1 *, const T1 *, T1 *, int)",6,0,stall_wait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17180616740088106,0.0,0.1211453744493392,0.0,0.04185022026431718,0.14757709251101322,0.02643171806167401,0.22246696035242292,0.0,0.0,0.2687224669603524
170,},-,-,29245,20989,29245,4194304,134217728,134217728,128,128,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,465,0,276,0,0,0,0,25203,93,352,0,136,143,0,0,0,2577,0,375,0,240,0,0,0,0,18261,79,243,0,0,0,0,0,0,1791,"void copy_kernel<double>(const T1 *, T1 *)",7,0,stall_membar,0.0,0.01590015387245683,0.0,0.00943751068558728,0.0,0.0,0.0,0.0,0.8617883398871602,0.003180030774491366,0.012036245512053342,0.0,0.004650367584202428,0.004889724739271671,0.0,0.0,0.0,0.08811762694477689
169,c[i] = a[i];,-,-,21578,16607,21578,33554432,1073741824,1073741824,1024,1024,Global(2),"Load,Store",64(2),4194304,0,0,0,0,0,16777216,16777216,0,,0,0,0,0,0,0,0,0,1,0,0,0,13506,298,0,0,0,0,133,498,0,0,0,7142,0,0,1,0,0,0,11786,289,0,0,0,0,0,0,0,0,0,4531,"void copy_kernel<double>(const T1 *, T1 *)",7,0,stall_long_sb,0.0,0.0,4.6343498007229584e-05,0.0,0.0,0.0,0.6259152840856428,0.013810362406154417,0.0,0.0,0.0,0.0,0.006163685234961535,0.023079062007600334,0.0,0.0,0.0,0.3309852627676337
168,const int i = blockDim.x * blockIdx.x + threadIdx.x;,-,-,1797,1021,1797,9437184,301989888,301989888,288,288,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,4,0,0,36,87,449,0,0,1190,0,0,0,0,0,0,0,31,0,2,0,0,0,0,294,0,0,694,"void copy_kernel<double>(const T1 *, T1 *)",7,0,stall_wait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01725097384529772,0.0,0.0022259321090706734,0.0,0.0,0.02003338898163606,0.048414023372287146,0.2498608792431831,0.0,0.0,0.6622148024485254
166,"__global__ void copy_kernel(const T * a, T * c)",-,-,4809,2707,4809,18874368,603979776,603979776,576,576,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,282,0,43,0,83,250,187,1364,0,0,2600,0,0,0,0,0,0,0,266,0,40,0,69,0,0,887,0,0,1445,"void copy_kernel<double>(const T1 *, T1 *)",7,0,stall_wait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058640049906425455,0.0,0.008941567893532959,0.0,0.017259305468912457,0.051985859846121855,0.038885423164899145,0.28363485132044086,0.0,0.0,0.5406529423996673
187,},-,-,31902,22827,31902,4194304,134217728,134217728,128,128,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,514,3,292,0,0,0,0,27579,93,355,0,154,126,0,0,0,2786,0,435,2,257,0,0,0,0,19847,82,245,0,0,0,0,0,0,1959,"void mul_kernel<double>(T1 *, const T1 *)",8,0,stall_membar,0.0,0.016111842517710487,9.40379913485048e-05,0.009153031157921133,0.0,0.0,0.0,0.0,0.8644912544668046,0.0029151777318036486,0.011127828976239734,0.0,0.004827283555889913,0.0039495956366372015,0.0,0.0,0.0,0.08732994796564479
186,b[i] = scalar * c[i];,-,-,21895,16259,21895,36700160,1174405120,1174405120,1120,1120,Global(2),"Load,Store",64(2),4194304,0,0,0,0,0,16777216,16777216,0,,0,0,0,0,0,0,0,0,3,0,0,0,12781,277,0,0,0,0,117,547,0,0,0,8170,0,0,3,0,0,0,10917,263,0,0,0,0,0,0,0,0,0,5076,"void mul_kernel<double>(T1 *, const T1 *)",8,0,stall_long_sb,0.0,0.0,0.00013701758392327016,0.0,0.0,0.0,0.5837405800411053,0.012651290248915278,0.0,0.0,0.0,0.0,0.005343685773007536,0.02498287280200959,0.0,0.0,0.0,0.37314455355103904
185,const int i = blockDim.x * blockIdx.x + threadIdx.x;,-,-,1348,737,1348,9437184,301989888,301989888,288,288,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,1,0,0,30,71,325,0,0,888,0,0,0,0,0,0,0,30,0,1,0,0,0,0,203,0,0,503,"void mul_kernel<double>(T1 *, const T1 *)",8,0,stall_wait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024480712166172106,0.0,0.000741839762611276,0.0,0.0,0.02225519287833828,0.052670623145400594,0.2410979228486647,0.0,0.0,0.658753709198813
182,"__global__ void mul_kernel(T * b, const T * c)",-,-,3789,2128,3789,18874368,603979776,603979776,576,576,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,0,0,0,0,244,0,53,0,70,248,149,1091,0,0,1933,0,0,1,0,0,0,0,221,0,48,0,60,0,0,720,0,0,1078,"void mul_kernel<double>(T1 *, const T1 *)",8,0,stall_wait,0.0,0.0,0.0002639218791237794,0.0,0.0,0.0,0.0,0.06439693850620216,0.0,0.013987859593560307,0.0,0.018474531538664556,0.06545262602269729,0.03932435998944313,0.2879387701240433,0.0,0.0,0.5101609923462656
203,},-,-,16299,12440,16299,4194304,134217728,134217728,128,128,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,377,0,249,0,0,0,0,13656,40,172,0,85,90,0,0,0,1630,0,328,0,215,0,0,0,0,10622,32,107,0,0,0,0,0,0,1136,"void add_kernel<double>(const T1 *, const T1 *, T1 *)",9,0,stall_membar,0.0,0.023130253389778515,0.0,0.015277010859561936,0.0,0.0,0.0,0.0,0.8378428124424812,0.0024541382906926807,0.010552794649978527,0.0,0.005215043867721946,0.005521811154058531,0.0,0.0,0.0,0.10000613534572673
202,c[i] = a[i] + b[i];,-,-,45340,34542,45340,51380224,1644167168,1644167168,1568,1568,Global(3),"Load(2),Store",64(3),6291456,0,0,0,0,0,25165824,25165824,0,,0,0,0,0,0,0,0,0,1,0,0,0,30093,949,0,0,0,0,616,851,0,0,0,12830,0,0,1,0,0,0,25475,916,0,0,0,0,0,0,0,0,0,8150,"void add_kernel<double>(const T1 *, const T1 *, T1 *)",9,0,stall_long_sb,0.0,0.0,2.2055580061755625e-05,0.0,0.0,0.0,0.663718570798412,0.020930745478606086,0.0,0.0,0.0,0.0,0.013586237318041464,0.018769298632554037,0.0,0.0,0.0,0.28297309219232464
201,const int i = blockDim.x * blockIdx.x + threadIdx.x;,-,-,3993,2139,3993,9437184,301989888,301989888,288,288,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,2,0,0,142,164,979,0,0,2540,0,0,0,0,0,0,0,149,0,1,0,0,0,0,618,0,0,1371,"void add_kernel<double>(const T1 *, const T1 *, T1 *)",9,0,stall_wait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04157275231655397,0.0,0.0005008765339343851,0.0,0.0,0.035562233909341344,0.04107187578261958,0.24517906336088155,0.0,0.0,0.6361131980966692
199,"__global__ void add_kernel(const T * a, const T * b, T * c)",-,-,12603,6754,12603,27262976,872415232,872415232,832,832,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,2,0,0,0,0,1151,0,79,0,118,969,508,2590,0,0,7186,0,0,1,0,0,0,0,1054,0,72,0,104,0,0,1685,0,0,3838,"void add_kernel<double>(const T1 *, const T1 *, T1 *)",9,0,stall_wait,0.0,0.0,0.00015869237483138936,0.0,0.0,0.0,0.0,0.09132746171546458,0.0,0.006268348805839879,0.0,0.009362850115051972,0.07688645560580815,0.040307863207172896,0.2055066254066492,0.0,0.0,0.5701817027691819
220,},-,-,17760,13410,17760,4194304,134217728,134217728,128,128,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,327,0,205,0,0,0,0,15075,27,187,0,68,87,0,0,0,1784,0,265,0,167,0,0,0,0,11515,23,126,0,0,0,0,0,0,1314,"void triad_kernel<double>(T1 *, const T1 *, const T1 *)",10,0,stall_membar,0.0,0.01841216216216216,0.0,0.011542792792792793,0.0,0.0,0.0,0.0,0.8488175675675675,0.0015202702702702704,0.01052927927927928,0.0,0.0038288288288288288,0.004898648648648649,0.0,0.0,0.0,0.10045045045045045
219,a[i] = b[i] + scalar * c[i];,-,-,46631,35094,46631,54525952,1744830464,1744830464,1664,1664,Global(3),"Load(2),Store",64(3),6291456,0,0,0,0,0,25165824,25165824,0,,0,0,0,0,0,0,0,0,2,0,0,0,30587,926,0,0,0,0,598,992,0,0,0,13526,0,0,2,0,0,0,25544,886,0,0,0,0,0,0,0,0,0,8662,"void triad_kernel<double>(T1 *, const T1 *, const T1 *)",10,0,stall_long_sb,0.0,0.0,4.288992301258819e-05,0.0,0.0,0.0,0.6559370375930175,0.019858034354828333,0.0,0.0,0.0,0.0,0.01282408698076387,0.021273401814243743,0.0,0.0,0.0,0.29006454933413395
218,const int i = blockDim.x * blockIdx.x + threadIdx.x;,-,-,4030,2009,4030,9437184,301989888,301989888,288,288,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,3,0,0,143,178,990,0,0,2543,0,0,0,0,0,0,0,149,0,3,0,0,0,0,560,0,0,1297,"void triad_kernel<double>(T1 *, const T1 *, const T1 *)",10,0,stall_wait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04292803970223325,0.0,0.0007444168734491315,0.0,0.0,0.035483870967741936,0.044168734491315136,0.2456575682382134,0.0,0.0,0.6310173697270471
215,"__global__ void triad_kernel(T * a, const T * b, const T * c)",-,-,11677,6185,11677,27262976,872415232,872415232,832,832,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,2,0,0,0,0,1116,0,57,0,102,943,484,2433,0,0,6540,0,0,1,0,0,0,0,1038,0,48,0,86,0,0,1541,0,0,3471,"void triad_kernel<double>(T1 *, const T1 *, const T1 *)",10,0,stall_wait,0.0,0.0,0.0001712768690588336,0.0,0.0,0.0,0.0,0.09557249293482915,0.0,0.004881390768176758,0.0,0.008735120322000514,0.08075704376124004,0.041449002312237734,0.2083583112100711,0.0,0.0,0.5600753618223859
271,},-,-,491,385,491,60192,1867776,1867776,124,124,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,5,0,3,0,0,0,0,411,0,0,0,3,2,0,0,0,67,0,3,0,3,0,0,0,0,334,0,0,0,0,0,0,0,0,45,"void dot_kernel<double>(const T1 *, const T1 *, T1 *, int)",11,0,stall_membar,0.0,0.010183299389002037,0.0,0.006109979633401222,0.0,0.0,0.0,0.0,0.8370672097759674,0.0,0.0,0.0,0.006109979633401222,0.004073319755600814,0.0,0.0,0.0,0.1364562118126273
270,sum[blockIdx.x] = tb_sum[local_i];,-,-,95,85,95,22344,22344,22344,49,49,"Global,Shared","Load,Store",64(2),456,1,0,456,456,0,456,456,0,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,4,0,0,84,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,80,"void dot_kernel<double>(const T1 *, const T1 *, T1 *, int)",11,0,stall_wait,0.0,0.0,0.0,0.0,0.0,0.0,0.021052631578947368,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.042105263157894736,0.0,0.0,0.8842105263157894
269,if (local_i == 0),-,-,41,19,41,58824,1868232,1867776,129,128,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,"void dot_kernel<double>(const T1 *, const T1 *, T1 *, int)",11,456,stall_wait,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14634146341463414,0.0,0.0,0.0,0.8292682926829268
265,tb_sum[local_i] += tb_sum[local_i+offset];,-,-,451,204,451,1133160,32658720,32658720,1711,1711,Shared(3),"Load(2),Store",64(3),0,3,0,91656,91656,0,0,0,0,,0,0,0,0,0,0,0,9,1,0,0,0,13,10,0,0,0,0,5,26,18,0,0,369,0,0,1,0,0,0,4,10,0,0,0,0,0,0,8,0,0,181,"void dot_kernel<double>(const T1 *, const T1 *, T1 *, int)",11,0,stall_wait,0.0,0.019955654101995565,0.0022172949002217295,0.0,0.0,0.0,0.028824833702882482,0.022172949002217297,0.0,0.0,0.0,0.0,0.011086474501108648,0.057649667405764965,0.03991130820399113,0.0,0.0,0.8181818181818182
263,if (local_i < offset),-,-,3601,2652,3601,1621536,51830328,51363840,380,376,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,3087,0,0,0,0,0,0,39,0,8,0,0,19,27,0,0,0,421,2416,0,0,0,0,0,0,39,0,5,0,0,0,0,0,0,0,192,"void dot_kernel<double>(const T1 *, const T1 *, T1 *, int)",11,2280,stall_barrier,0.857261871702305,0.0,0.0,0.0,0.0,0.0,0.0,0.010830324909747292,0.0,0.0022216051096917524,0.0,0.0,0.005276312135517912,0.007497917245209664,0.0,0.0,0.0,0.11691196889752846
262,__syncthreads();,-,-,42,24,42,145920,4669440,4669440,32,32,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,"void dot_kernel<double>(const T1 *, const T1 *, T1 *, int)",11,0,stall_wait,0.0,0.19047619047619047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023809523809523808,0.0,0.0,0.0,0.7857142857142857
260,for (int offset = blockDim.x / 2; offset > 0; offset /= 2),-,-,3046,1507,3046,9470208,303046656,298377216,3328,3298,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,71,5,0,0,0,0,120,0,110,0,0,22,169,37,0,0,2512,0,31,4,0,0,0,0,115,0,67,0,0,0,0,18,0,0,1272,"void dot_kernel<double>(const T1 *, const T1 *, T1 *, int)",11,0,stall_wait,0.0,0.023309258043335522,0.0016414970453053185,0.0,0.0,0.0,0.0,0.03939592908732764,0.0,0.03611293499671701,0.0,0.0,0.007222586999343401,0.05548260013131976,0.012147078135259356,0.0,0.0,0.824688115561392
258,tb_sum[local_i] += a[i] * b[i];,-,-,43149,22361,43149,77594624,2483027968,2483027968,2368,2368,"Global(2),Shared(2)","Load(3),Store",64(4),4194304,4,0,4194304,4194304,0,16777216,16777216,0,,0,0,0,0,0,0,0,48,24,0,0,0,20343,2065,0,0,0,0,1648,1222,553,0,0,17246,0,24,21,0,0,0,11439,1822,0,0,0,0,0,0,280,0,0,8775,"void dot_kernel<double>(const T1 *, const T1 *, T1 *, int)",11,0,stall_long_sb,0.0,0.0011124243899047486,0.0005562121949523743,0.0,0.0,0.0,0.47145936174650627,0.047857424274027206,0.0,0.0,0.0,0.0,0.0381932373867297,0.02832047092632506,0.012816055992027625,0.0,0.0,0.39968481308952697
257,for (; i < array_size; i += blockDim.x*gridDim.x),-,-,5294,2513,5294,17971712,575094784,541540352,704,672,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,98,0,0,0,0,13,305,0,0,0,0,293,262,345,0,0,3978,0,50,0,0,0,0,5,257,0,0,0,0,0,0,182,0,0,2019,"void dot_kernel<double>(const T1 *, const T1 *, T1 *, int)",11,0,stall_wait,0.0,0.018511522478277295,0.0,0.0,0.0,0.0,0.002455610124669437,0.057612391386475253,0.0,0.0,0.0,0.0,0.05534567434831885,0.04948998866641481,0.0651681148469966,0.0,0.0,0.7514166981488477
256,tb_sum[local_i] = {};,-,-,183,81,183,481536,15409152,15409152,1056,1056,Shared,Store,64,0,2,0,29184,29184,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,23,5,16,0,0,110,0,0,0,0,0,0,0,24,0,0,0,0,0,0,10,0,0,47,"void dot_kernel<double>(const T1 *, const T1 *, T1 *, int)",11,0,stall_wait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15846994535519127,0.0,0.0,0.0,0.0,0.12568306010928962,0.0273224043715847,0.08743169398907104,0.0,0.0,0.6010928961748634
254,const size_t local_i = threadIdx.x;,-,-,62,28,62,131328,4202496,4202496,288,288,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,4,4,1,0,0,42,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,17,"void dot_kernel<double>(const T1 *, const T1 *, T1 *, int)",11,0,stall_wait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1774193548387097,0.0,0.0,0.0,0.0,0.06451612903225806,0.06451612903225806,0.016129032258064516,0.0,0.0,0.6774193548387096
253,int i = blockDim.x * blockIdx.x + threadIdx.x;,-,-,57,26,57,131328,4202496,4202496,288,288,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,15,0,0,36,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,18,"void dot_kernel<double>(const T1 *, const T1 *, T1 *, int)",11,0,stall_wait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.2631578947368421,0.0,0.0,0.631578947368421
249,"__global__ void dot_kernel(const T * a, const T * b, T * sum, int array_size)",-,-,463,275,463,452352,14475264,14475264,992,992,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,51,0,15,83,4,108,0,0,119,0,0,0,0,0,0,0,72,0,51,0,15,0,0,81,0,0,56,"void dot_kernel<double>(const T1 *, const T1 *, T1 *, int)",11,0,stall_wait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17926565874730022,0.0,0.1101511879049676,0.0,0.032397408207343416,0.17926565874730022,0.008639308855291577,0.23326133909287258,0.0,0.0,0.2570194384449244
170,},-,-,29195,20891,29195,4194304,134217728,134217728,128,128,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,473,0,239,0,0,0,0,25226,84,326,0,146,121,0,0,0,2580,0,375,0,205,0,0,0,0,18159,70,229,0,0,0,0,0,0,1853,"void copy_kernel<double>(const T1 *, T1 *)",12,0,stall_membar,0.0,0.016201404350059942,0.0,0.008186333276245933,0.0,0.0,0.0,0.0,0.8640520637095394,0.002877205000856311,0.011166295598561398,0.0,0.005000856311012159,0.004144545298852543,0.0,0.0,0.0,0.0883712964548724
169,c[i] = a[i];,-,-,21517,16453,21517,33554432,1073741824,1073741824,1024,1024,Global(2),"Load,Store",64(2),4194304,0,0,0,0,0,16777216,16777216,0,,0,0,0,0,0,0,0,0,0,0,0,0,13497,288,0,0,0,0,109,475,0,0,0,7148,0,0,0,0,0,0,11697,278,0,0,0,0,0,0,0,0,0,4478,"void copy_kernel<double>(const T1 *, T1 *)",12,0,stall_long_sb,0.0,0.0,0.0,0.0,0.0,0.0,0.6272714597759911,0.01338476553422875,0.0,0.0,0.0,0.0,0.005065761955662964,0.022075568155412,0.0,0.0,0.0,0.33220244457870524
168,const int i = blockDim.x * blockIdx.x + threadIdx.x;,-,-,1814,1024,1814,9437184,301989888,301989888,288,288,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,2,0,0,29,90,463,0,0,1193,0,0,0,0,0,0,0,34,0,2,0,0,0,0,283,0,0,705,"void copy_kernel<double>(const T1 *, T1 *)",12,0,stall_wait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020396912899669238,0.0,0.0011025358324145535,0.0,0.0,0.015986769570011026,0.04961411245865491,0.2552370452039691,0.0,0.0,0.6576626240352812
166,"__global__ void copy_kernel(const T * a, T * c)",-,-,4930,2815,4930,18874368,603979776,603979776,576,576,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,330,0,50,0,68,231,196,1485,0,0,2570,0,0,0,0,0,0,0,314,0,43,0,57,0,0,940,0,0,1461,"void copy_kernel<double>(const T1 *, T1 *)",12,0,stall_wait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06693711967545639,0.0,0.010141987829614604,0.0,0.013793103448275862,0.04685598377281947,0.03975659229208925,0.3012170385395537,0.0,0.0,0.5212981744421906
187,},-,-,31110,22277,31110,4194304,134217728,134217728,128,128,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,487,0,281,0,0,0,0,26923,73,355,0,162,123,0,0,0,2706,0,421,0,246,0,0,0,0,19385,64,239,0,0,0,0,0,0,1922,"void mul_kernel<double>(T1 *, const T1 *)",13,0,stall_membar,0.0,0.01565413050466088,0.0,0.009032465445194472,0.0,0.0,0.0,0.0,0.8654130504660881,0.0023465123754419803,0.011411121825779491,0.0,0.005207328833172613,0.003953712632594021,0.0,0.0,0.0,0.08698167791706847
186,b[i] = scalar * c[i];,-,-,22429,16732,22429,36700160,1174405120,1174405120,1120,1120,Global(2),"Load,Store",64(2),4194304,0,0,0,0,0,16777216,16777216,0,,0,0,0,0,0,0,0,0,0,0,0,0,13146,337,0,0,0,0,129,558,0,0,0,8259,0,0,0,0,0,0,11189,327,0,0,0,0,0,0,0,0,0,5216,"void mul_kernel<double>(T1 *, const T1 *)",13,0,stall_long_sb,0.0,0.0,0.0,0.0,0.0,0.0,0.5861161888626332,0.015025190601453475,0.0,0.0,0.0,0.0,0.005751482455749253,0.02487850550626421,0.0,0.0,0.0,0.36822863257389987
185,const int i = blockDim.x * blockIdx.x + threadIdx.x;,-,-,1450,834,1450,9437184,301989888,301989888,288,288,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,2,0,0,20,72,370,0,0,954,0,0,0,0,0,0,0,29,0,2,0,0,0,0,220,0,0,583,"void mul_kernel<double>(T1 *, const T1 *)",13,0,stall_wait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022068965517241378,0.0,0.001379310344827586,0.0,0.0,0.013793103448275862,0.0496551724137931,0.25517241379310346,0.0,0.0,0.6579310344827586
182,"__global__ void mul_kernel(T * b, const T * c)",-,-,3840,2146,3840,18874368,603979776,603979776,576,576,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,269,0,52,0,59,190,156,1081,0,0,2033,0,0,0,0,0,0,0,252,0,46,0,48,0,0,678,0,0,1122,"void mul_kernel<double>(T1 *, const T1 *)",13,0,stall_wait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07005208333333333,0.0,0.013541666666666667,0.0,0.015364583333333333,0.049479166666666664,0.040625,0.28151041666666665,0.0,0.0,0.5294270833333333
